"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-04","Atlantic Region","2016A00011","Men","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742143","2.2.3.1","7.5","","","","1"
"2024-10","Atlantic Region","2016A00011","Men","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742143","2.2.3.1","6.0","","","","1"
"2022-04","Atlantic Region","2016A00011","Women","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742149","2.3.1.1","78.8","","","","1"
"2024-10","Atlantic Region","2016A00011","Women","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742149","2.3.1.1","85.6","","","","1"
"2022-04","Atlantic Region","2016A00011","Women","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742155","2.3.2.1","11.7","","","","1"
"2024-10","Atlantic Region","2016A00011","Women","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742155","2.3.2.1","6.4","","","","1"
"2022-04","Atlantic Region","2016A00011","Women","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742161","2.3.3.1","9.5","","","","1"
"2024-10","Atlantic Region","2016A00011","Women","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742161","2.3.3.1","8.0","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Total, all persons","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742167","3.1.1.1","75.8","","","","1"
"2024-10","Newfoundland and Labrador","2016A000210","Total, all persons","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742167","3.1.1.1","79.8","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Total, all persons","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742173","3.1.2.1","14.4","","","","1"
"2024-10","Newfoundland and Labrador","2016A000210","Total, all persons","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742173","3.1.2.1","9.7","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Total, all persons","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742179","3.1.3.1","9.8","","","","1"
"2024-10","Newfoundland and Labrador","2016A000210","Total, all persons","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742179","3.1.3.1","10.5","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Men","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742185","3.2.1.1","72.6","","","","1"
"2024-10","Newfoundland and Labrador","2016A000210","Men","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742185","3.2.1.1","76.5","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Men","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742191","3.2.2.1","18.1","","","","1"
"2024-10","Newfoundland and Labrador","2016A000210","Men","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742191","3.2.2.1","12.3","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Men","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742197","3.2.3.1","9.4","","","","1"
"2024-10","Newfoundland and Labrador","2016A000210","Men","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742197","3.2.3.1","11.2","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Women","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742203","3.3.1.1","79.0","","","","1"
"2024-10","Newfoundland and Labrador","2016A000210","Women","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742203","3.3.1.1","83.0","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Women","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742209","3.3.2.1","10.8","","","","1"
"2024-10","Newfoundland and Labrador","2016A000210","Women","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742209","3.3.2.1","7.2","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Women","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742215","3.3.3.1","10.2","","","","1"
"2024-10","Newfoundland and Labrador","2016A000210","Women","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742215","3.3.3.1","9.8","","","","1"
"2022-04","Prince Edward Island","2016A000211","Total, all persons","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742221","4.1.1.1","77.1","","","","1"
"2024-10","Prince Edward Island","2016A000211","Total, all persons","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742221","4.1.1.1","82.6","","","","1"
"2022-04","Prince Edward Island","2016A000211","Total, all persons","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742227","4.1.2.1","13.8","","","","1"
"2024-10","Prince Edward Island","2016A000211","Total, all persons","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742227","4.1.2.1","13.6","","","","1"
"2022-04","Prince Edward Island","2016A000211","Total, all persons","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742233","4.1.3.1","9.1","","","","1"
"2024-10","Prince Edward Island","2016A000211","Total, all persons","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742233","4.1.3.1","3.9","","","","1"
"2022-04","Prince Edward Island","2016A000211","Men","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742239","4.2.1.1","74.4","","","","1"
"2024-10","Prince Edward Island","2016A000211","Men","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742239","4.2.1.1","81.9","","","","1"
"2022-04","Prince Edward Island","2016A000211","Men","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742245","4.2.2.1","15.9","","","","1"
"2024-10","Prince Edward Island","2016A000211","Men","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742245","4.2.2.1","15.5","","","","1"
"2022-04","Prince Edward Island","2016A000211","Men","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742251","4.2.3.1","9.7","","","","1"
"2024-10","Prince Edward Island","2016A000211","Men","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742251","4.2.3.1","2.6","","","","1"
"2022-04","Prince Edward Island","2016A000211","Women","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742257","4.3.1.1","79.7","","","","1"
"2024-10","Prince Edward Island","2016A000211","Women","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742257","4.3.1.1","83.3","","","","1"
"2022-04","Prince Edward Island","2016A000211","Women","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742263","4.3.2.1","11.7","","","","1"
"2024-10","Prince Edward Island","2016A000211","Women","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742263","4.3.2.1","11.6","","","","1"
"2022-04","Prince Edward Island","2016A000211","Women","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742269","4.3.3.1","8.6","","","","1"
"2024-10","Prince Edward Island","2016A000211","Women","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742269","4.3.3.1","5.2","","","","1"
"2022-04","Nova Scotia","2016A000212","Total, all persons","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742275","5.1.1.1","80.5","","","","1"
"2024-10","Nova Scotia","2016A000212","Total, all persons","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742275","5.1.1.1","87.4","","","","1"
"2022-04","Nova Scotia","2016A000212","Total, all persons","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742281","5.1.2.1","12.4","","","","1"
"2024-10","Nova Scotia","2016A000212","Total, all persons","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742281","5.1.2.1","6.4","","","","1"
"2022-04","Nova Scotia","2016A000212","Total, all persons","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742287","5.1.3.1","7.1","","","","1"
"2024-10","Nova Scotia","2016A000212","Total, all persons","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742287","5.1.3.1","6.1","","","","1"
"2022-04","Nova Scotia","2016A000212","Men","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742293","5.2.1.1","77.3","","","","1"
"2024-10","Nova Scotia","2016A000212","Men","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742293","5.2.1.1","87.8","","","","1"
"2022-04","Nova Scotia","2016A000212","Men","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742299","5.2.2.1","16.2","","","","1"
"2024-10","Nova Scotia","2016A000212","Men","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742299","5.2.2.1","8.2","","","","1"
"2022-04","Nova Scotia","2016A000212","Men","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742305","5.2.3.1","6.5","","","","1"
"2024-10","Nova Scotia","2016A000212","Men","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742305","5.2.3.1","4.0","","","","1"
"2022-04","Nova Scotia","2016A000212","Women","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742311","5.3.1.1","83.6","","","","1"
"2024-10","Nova Scotia","2016A000212","Women","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742311","5.3.1.1","87.0","","","","1"
"2022-04","Nova Scotia","2016A000212","Women","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742317","5.3.2.1","8.7","","","","1"
"2024-10","Nova Scotia","2016A000212","Women","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742317","5.3.2.1","4.7","","","","1"
"2022-04","Nova Scotia","2016A000212","Women","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742323","5.3.3.1","7.7","","","","1"
"2024-10","Nova Scotia","2016A000212","Women","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742323","5.3.3.1","8.3","","","","1"
"2022-04","New Brunswick","2016A000213","Total, all persons","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742329","6.1.1.1","74.3","","","","1"
"2024-10","New Brunswick","2016A000213","Total, all persons","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742329","6.1.1.1","84.0","","","","1"
"2022-04","New Brunswick","2016A000213","Total, all persons","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742335","6.1.2.1","16.3","","","","1"
"2024-10","New Brunswick","2016A000213","Total, all persons","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742335","6.1.2.1","9.4","","","","1"
"2022-04","New Brunswick","2016A000213","Total, all persons","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742341","6.1.3.1","9.4","","","","1"
"2024-10","New Brunswick","2016A000213","Total, all persons","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742341","6.1.3.1","6.6","","","","1"
"2022-04","New Brunswick","2016A000213","Men","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742347","6.2.1.1","76.3","","","","1"
"2024-10","New Brunswick","2016A000213","Men","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742347","6.2.1.1","82.1","","","","1"
"2022-04","New Brunswick","2016A000213","Men","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742353","6.2.2.1","16.5","","","","1"
"2024-10","New Brunswick","2016A000213","Men","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742353","6.2.2.1","11.9","","","","1"
"2022-04","New Brunswick","2016A000213","Men","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742359","6.2.3.1","7.2","","","","1"
"2024-10","New Brunswick","2016A000213","Men","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742359","6.2.3.1","5.9","","","","1"
"2022-04","New Brunswick","2016A000213","Women","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742365","6.3.1.1","72.3","","","","1"
"2024-10","New Brunswick","2016A000213","Women","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742365","6.3.1.1","85.9","","","","1"
"2022-04","New Brunswick","2016A000213","Women","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742371","6.3.2.1","16.1","","","","1"
"2024-10","New Brunswick","2016A000213","Women","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742371","6.3.2.1","6.9","","","","1"
"2022-04","New Brunswick","2016A000213","Women","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742377","6.3.3.1","11.7","","","","1"
"2024-10","New Brunswick","2016A000213","Women","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742377","6.3.3.1","7.2","","","","1"
"2022-04","Quebec","2016A000224","Total, all persons","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742383","7.1.1.1","62.1","","","","1"
"2024-10","Quebec","2016A000224","Total, all persons","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742383","7.1.1.1","73.4","","","","1"
"2022-04","Quebec","2016A000224","Total, all persons","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742389","7.1.2.1","26.6","","","","1"
"2024-10","Quebec","2016A000224","Total, all persons","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742389","7.1.2.1","18.2","","","","1"
"2022-04","Quebec","2016A000224","Total, all persons","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742395","7.1.3.1","11.3","","","","1"
"2024-10","Quebec","2016A000224","Total, all persons","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742395","7.1.3.1","8.4","","","","1"
"2022-04","Quebec","2016A000224","Men","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742401","7.2.1.1","63.2","","","","1"
"2024-10","Quebec","2016A000224","Men","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742401","7.2.1.1","69.3","","","","1"
"2022-04","Quebec","2016A000224","Men","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742407","7.2.2.1","26.6","","","","1"
"2024-10","Quebec","2016A000224","Men","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742407","7.2.2.1","22.3","","","","1"
"2022-04","Quebec","2016A000224","Men","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742413","7.2.3.1","10.2","","","","1"
"2024-10","Quebec","2016A000224","Men","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742413","7.2.3.1","8.4","","","","1"
"2022-04","Quebec","2016A000224","Women","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742419","7.3.1.1","61.0","","","","1"
"2024-10","Quebec","2016A000224","Women","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742419","7.3.1.1","77.6","","","","1"
"2022-04","Quebec","2016A000224","Women","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742425","7.3.2.1","26.6","","","","1"
"2024-10","Quebec","2016A000224","Women","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742425","7.3.2.1","13.9","","","","1"
"2022-04","Quebec","2016A000224","Women","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742431","7.3.3.1","12.4","","","","1"
"2024-10","Quebec","2016A000224","Women","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742431","7.3.3.1","8.5","","","","1"
"2022-04","Ontario","2016A000235","Total, all persons","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742437","8.1.1.1","75.3","","","","1"
"2024-10","Ontario","2016A000235","Total, all persons","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742437","8.1.1.1","83.4","","","","1"
"2022-04","Ontario","2016A000235","Total, all persons","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742443","8.1.2.1","17.4","","","","1"
"2024-10","Ontario","2016A000235","Total, all persons","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742443","8.1.2.1","11.3","","","","1"
"2022-04","Ontario","2016A000235","Total, all persons","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742449","8.1.3.1","7.3","","","","1"
"2024-10","Ontario","2016A000235","Total, all persons","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742449","8.1.3.1","5.3","","","","1"
"2022-04","Ontario","2016A000235","Men","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742455","8.2.1.1","74.2","","","","1"
"2024-10","Ontario","2016A000235","Men","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742455","8.2.1.1","83.1","","","","1"
"2022-04","Ontario","2016A000235","Men","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742461","8.2.2.1","19.6","","","","1"
"2024-10","Ontario","2016A000235","Men","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742461","8.2.2.1","11.5","","","","1"
"2022-04","Ontario","2016A000235","Men","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742467","8.2.3.1","6.2","","","","1"
"2024-10","Ontario","2016A000235","Men","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742467","8.2.3.1","5.3","","","","1"
"2022-04","Ontario","2016A000235","Women","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742473","8.3.1.1","76.4","","","","1"
"2024-10","Ontario","2016A000235","Women","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742473","8.3.1.1","83.7","","","","1"
"2022-04","Ontario","2016A000235","Women","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742479","8.3.2.1","15.2","","","","1"
"2024-10","Ontario","2016A000235","Women","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742479","8.3.2.1","11.0","","","","1"
"2022-04","Ontario","2016A000235","Women","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742485","8.3.3.1","8.4","","","","1"
"2024-10","Ontario","2016A000235","Women","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742485","8.3.3.1","5.3","","","","1"
"2022-04","Prairies Region","2016A00014","Total, all persons","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742491","9.1.1.1","73.7","","","","1"
"2024-10","Prairies Region","2016A00014","Total, all persons","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742491","9.1.1.1","80.5","","","","1"
"2022-04","Prairies Region","2016A00014","Total, all persons","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742497","9.1.2.1","20.1","","","","1"
"2024-10","Prairies Region","2016A00014","Total, all persons","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742497","9.1.2.1","13.7","","","","1"
"2022-04","Prairies Region","2016A00014","Total, all persons","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742503","9.1.3.1","6.2","","","","1"
"2024-10","Prairies Region","2016A00014","Total, all persons","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742503","9.1.3.1","5.9","","","","1"
"2022-04","Prairies Region","2016A00014","Men","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742509","9.2.1.1","73.9","","","","1"
"2024-10","Prairies Region","2016A00014","Men","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742509","9.2.1.1","78.4","","","","1"
"2022-04","Prairies Region","2016A00014","Men","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742515","9.2.2.1","21.6","","","","1"
"2024-10","Prairies Region","2016A00014","Men","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742515","9.2.2.1","15.1","","","","1"
"2022-04","Prairies Region","2016A00014","Men","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742521","9.2.3.1","4.6","","","","1"
"2024-10","Prairies Region","2016A00014","Men","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742521","9.2.3.1","6.5","","","","1"
"2022-04","Prairies Region","2016A00014","Women","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742527","9.3.1.1","73.6","","","","1"
"2024-10","Prairies Region","2016A00014","Women","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742527","9.3.1.1","82.5","","","","1"
"2022-04","Prairies Region","2016A00014","Women","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742533","9.3.2.1","18.5","","","","1"
