"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-10","Atlantic Region","2016A00011","Total, all persons","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410564","2.1.2.1","18.2","","","","1"
"2024-10","Atlantic Region","2016A00011","Total, all persons","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410570","2.1.3.1","7.5","","","","1"
"2024-10","Atlantic Region","2016A00011","Men","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410576","2.2.1.1","72.0","","","","1"
"2024-10","Atlantic Region","2016A00011","Men","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410582","2.2.2.1","20.6","","","","1"
"2024-10","Atlantic Region","2016A00011","Men","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410588","2.2.3.1","7.4","","","","1"
"2024-10","Atlantic Region","2016A00011","Women","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410594","2.3.1.1","76.4","","","","1"
"2024-10","Atlantic Region","2016A00011","Women","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410600","2.3.2.1","16.0","","","","1"
"2024-10","Atlantic Region","2016A00011","Women","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410606","2.3.3.1","7.7","","","","1"
"2024-10","Newfoundland and Labrador","2016A000210","Total, all persons","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410612","3.1.1.1","75.2","","","","1"
"2024-10","Newfoundland and Labrador","2016A000210","Total, all persons","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410618","3.1.2.1","16.6","","","","1"
"2024-10","Newfoundland and Labrador","2016A000210","Total, all persons","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410624","3.1.3.1","8.1","","","","1"
"2024-10","Newfoundland and Labrador","2016A000210","Men","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410630","3.2.1.1","71.7","","","","1"
"2024-10","Newfoundland and Labrador","2016A000210","Men","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410636","3.2.2.1","17.9","","","","1"
"2024-10","Newfoundland and Labrador","2016A000210","Men","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410642","3.2.3.1","10.4","","","","1"
"2024-10","Newfoundland and Labrador","2016A000210","Women","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410648","3.3.1.1","78.7","","","","1"
"2024-10","Newfoundland and Labrador","2016A000210","Women","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410654","3.3.2.1","15.4","","","","1"
"2024-10","Newfoundland and Labrador","2016A000210","Women","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410660","3.3.3.1","5.9","","","","1"
"2024-10","Prince Edward Island","2016A000211","Total, all persons","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410666","4.1.1.1","78.1","","","","1"
"2024-10","Prince Edward Island","2016A000211","Total, all persons","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410672","4.1.2.1","14.4","","","","1"
"2024-10","Prince Edward Island","2016A000211","Total, all persons","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410678","4.1.3.1","7.5","","","","1"
"2024-10","Prince Edward Island","2016A000211","Men","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410684","4.2.1.1","76.5","","","","1"
"2024-10","Prince Edward Island","2016A000211","Men","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410690","4.2.2.1","16.9","","","","1"
"2024-10","Prince Edward Island","2016A000211","Men","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410696","4.2.3.1","6.6","","","","1"
"2024-10","Prince Edward Island","2016A000211","Women","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410702","4.3.1.1","79.8","","","","1"
"2024-10","Prince Edward Island","2016A000211","Women","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410708","4.3.2.1","11.8","","","","1"
"2024-10","Prince Edward Island","2016A000211","Women","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410714","4.3.3.1","8.3","","","","1"
"2024-10","Nova Scotia","2016A000212","Total, all persons","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410720","5.1.1.1","72.6","","","","1"
"2024-10","Nova Scotia","2016A000212","Total, all persons","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410726","5.1.2.1","21.0","","","","1"
"2024-10","Nova Scotia","2016A000212","Total, all persons","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410732","5.1.3.1","6.5","","","","1"
"2024-10","Nova Scotia","2016A000212","Men","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410738","5.2.1.1","69.7","","","","1"
"2024-10","Nova Scotia","2016A000212","Men","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410744","5.2.2.1","25.5","","","","1"
"2024-10","Nova Scotia","2016A000212","Men","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410750","5.2.3.1","4.8","","","","1"
"2024-10","Nova Scotia","2016A000212","Women","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410756","5.3.1.1","75.4","","","","1"
"2024-10","Nova Scotia","2016A000212","Women","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410762","5.3.2.1","16.5","","","","1"
"2024-10","Nova Scotia","2016A000212","Women","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410768","5.3.3.1","8.1","","","","1"
"2024-10","New Brunswick","2016A000213","Total, all persons","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410774","6.1.1.1","74.9","","","","1"
"2024-10","New Brunswick","2016A000213","Total, all persons","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410780","6.1.2.1","16.6","","","","1"
"2024-10","New Brunswick","2016A000213","Total, all persons","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410786","6.1.3.1","8.5","","","","1"
"2024-10","New Brunswick","2016A000213","Men","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410792","6.2.1.1","74.3","","","","1"
"2024-10","New Brunswick","2016A000213","Men","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410798","6.2.2.1","16.9","","","","1"
"2024-10","New Brunswick","2016A000213","Men","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410804","6.2.3.1","8.8","","","","1"
"2024-10","New Brunswick","2016A000213","Women","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410810","6.3.1.1","75.5","","","","1"
"2024-10","New Brunswick","2016A000213","Women","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410816","6.3.2.1","16.4","","","","1"
"2024-10","New Brunswick","2016A000213","Women","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410822","6.3.3.1","8.1","","","","1"
"2024-10","Quebec","2016A000224","Total, all persons","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410828","7.1.1.1","76.7","","","","1"
"2024-10","Quebec","2016A000224","Total, all persons","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410834","7.1.2.1","14.2","","","","1"
"2024-10","Quebec","2016A000224","Total, all persons","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410840","7.1.3.1","9.1","","","","1"
"2024-10","Quebec","2016A000224","Men","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410846","7.2.1.1","75.6","","","","1"
"2024-10","Quebec","2016A000224","Men","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410852","7.2.2.1","13.1","","","","1"
"2024-10","Quebec","2016A000224","Men","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410858","7.2.3.1","11.3","","","","1"
"2024-10","Quebec","2016A000224","Women","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410864","7.3.1.1","77.7","","","","1"
"2024-10","Quebec","2016A000224","Women","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410870","7.3.2.1","15.3","","","","1"
"2024-10","Quebec","2016A000224","Women","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410876","7.3.3.1","7.0","","","","1"
"2024-10","Ontario","2016A000235","Total, all persons","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410882","8.1.1.1","72.0","","","","1"
"2024-10","Ontario","2016A000235","Total, all persons","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410888","8.1.2.1","18.0","","","","1"
"2024-10","Ontario","2016A000235","Total, all persons","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410894","8.1.3.1","10.0","","","","1"
"2024-10","Ontario","2016A000235","Men","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410900","8.2.1.1","71.0","","","","1"
"2024-10","Ontario","2016A000235","Men","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410906","8.2.2.1","19.2","","","","1"
"2024-10","Ontario","2016A000235","Men","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410912","8.2.3.1","9.8","","","","1"
"2024-10","Ontario","2016A000235","Women","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410918","8.3.1.1","73.0","","","","1"
"2024-10","Ontario","2016A000235","Women","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410924","8.3.2.1","16.8","","","","1"
"2024-10","Ontario","2016A000235","Women","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410930","8.3.3.1","10.1","","","","1"
"2024-10","Prairies Region","2016A00014","Total, all persons","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410936","9.1.1.1","70.5","","","","1"
"2024-10","Prairies Region","2016A00014","Total, all persons","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410942","9.1.2.1","20.7","","","","1"
"2024-10","Prairies Region","2016A00014","Total, all persons","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410948","9.1.3.1","8.9","","","","1"
"2024-10","Prairies Region","2016A00014","Men","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410954","9.2.1.1","68.8","","","","1"
"2024-10","Prairies Region","2016A00014","Men","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410960","9.2.2.1","20.8","","","","1"
"2024-10","Prairies Region","2016A00014","Men","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410966","9.2.3.1","10.4","","","","1"
"2024-10","Prairies Region","2016A00014","Women","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410972","9.3.1.1","72.2","","","","1"
"2024-10","Prairies Region","2016A00014","Women","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410978","9.3.2.1","20.5","","","","1"
"2024-10","Prairies Region","2016A00014","Women","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410984","9.3.3.1","7.3","","","","1"
"2024-10","Manitoba","2016A000246","Total, all persons","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410990","10.1.1.1","73.6","","","","1"
"2024-10","Manitoba","2016A000246","Total, all persons","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410996","10.1.2.1","18.9","","","","1"
"2024-10","Manitoba","2016A000246","Total, all persons","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411002","10.1.3.1","7.5","","","","1"
"2024-10","Manitoba","2016A000246","Men","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411008","10.2.1.1","69.6","","","","1"
"2024-10","Manitoba","2016A000246","Men","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411014","10.2.2.1","22.0","","","","1"
"2024-10","Manitoba","2016A000246","Men","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411020","10.2.3.1","8.4","","","","1"
"2024-10","Manitoba","2016A000246","Women","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411026","10.3.1.1","77.6","","","","1"
"2024-10","Manitoba","2016A000246","Women","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411032","10.3.2.1","15.8","","","","1"
"2024-10","Manitoba","2016A000246","Women","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411038","10.3.3.1","6.6","","","","1"
"2024-10","Saskatchewan","2016A000247","Total, all persons","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411044","11.1.1.1","76.0","","","","1"
"2024-10","Saskatchewan","2016A000247","Total, all persons","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411050","11.1.2.1","17.4","","","","1"
"2024-10","Saskatchewan","2016A000247","Total, all persons","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411056","11.1.3.1","6.6","","","","1"
"2024-10","Saskatchewan","2016A000247","Men","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411062","11.2.1.1","75.5","","","","1"
"2024-10","Saskatchewan","2016A000247","Men","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411068","11.2.2.1","18.3","","","","1"
"2024-10","Saskatchewan","2016A000247","Men","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411074","11.2.3.1","6.2","","","","1"
"2024-10","Saskatchewan","2016A000247","Women","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411080","11.3.1.1","76.5","","","","1"
"2024-10","Saskatchewan","2016A000247","Women","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411086","11.3.2.1","16.4","","","","1"
"2024-10","Saskatchewan","2016A000247","Women","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411092","11.3.3.1","7.1","","","","1"
"2024-10","Alberta","2016A000248","Total, all persons","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411098","12.1.1.1","68.3","","","","1"
"2024-10","Alberta","2016A000248","Total, all persons","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411104","12.1.2.1","22.0","","","","1"
"2024-10","Alberta","2016A000248","Total, all persons","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411110","12.1.3.1","9.8","","","","1"
"2024-10","Alberta","2016A000248","Men","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411116","12.2.1.1","66.9","","","","1"
"2024-10","Alberta","2016A000248","Men","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411122","12.2.2.1","21.1","","","","1"
"2024-10","Alberta","2016A000248","Men","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411128","12.2.3.1","12.0","","","","1"
"2024-10","Alberta","2016A000248","Women","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411134","12.3.1.1","69.7","","","","1"
"2024-10","Alberta","2016A000248","Women","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411140","12.3.2.1","22.8","","","","1"
"2024-10","Alberta","2016A000248","Women","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411146","12.3.3.1","7.5","","","","1"
"2024-10","British Columbia","2016A000259","Total, all persons","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411152","13.1.1.1","72.1","","","","1"
"2024-10","British Columbia","2016A000259","Total, all persons","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411158","13.1.2.1","19.5","","","","1"
"2024-10","British Columbia","2016A000259","Total, all persons","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411164","13.1.3.1","8.5","","","","1"
"2024-10","British Columbia","2016A000259","Men","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411170","13.2.1.1","68.6","","","","1"
"2024-10","British Columbia","2016A000259","Men","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411176","13.2.2.1","21.9","","","","1"
"2024-10","British Columbia","2016A000259","Men","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411182","13.2.3.1","9.5","","","","1"
"2024-10","British Columbia","2016A000259","Women","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411188","13.3.1.1","75.5","","","","1"
"2024-10","British Columbia","2016A000259","Women","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411194","13.3.2.1","17.1","","","","1"
"2024-10","British Columbia","2016A000259","Women","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331411200","13.3.3.1","7.4","","","","1"


