"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-10","Atlantic Region","2016A00011","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411308","2.3.3.1","15.2","","","","1"
"2024-07","Newfoundland and Labrador","2016A000210","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411314","3.1.1.1","57.1","","","","1"
"2024-10","Newfoundland and Labrador","2016A000210","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411314","3.1.1.1","55.1","","","","1"
"2024-07","Newfoundland and Labrador","2016A000210","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411320","3.1.2.1","25.4","","","","1"
"2024-10","Newfoundland and Labrador","2016A000210","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411320","3.1.2.1","28.2","","","","1"
"2024-07","Newfoundland and Labrador","2016A000210","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411326","3.1.3.1","17.5","","","","1"
"2024-10","Newfoundland and Labrador","2016A000210","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411326","3.1.3.1","16.7","","","","1"
"2024-07","Newfoundland and Labrador","2016A000210","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411332","3.2.1.1","58.2","","","","1"
"2024-10","Newfoundland and Labrador","2016A000210","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411332","3.2.1.1","54.7","","","","1"
"2024-07","Newfoundland and Labrador","2016A000210","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411338","3.2.2.1","23.7","","","","1"
"2024-10","Newfoundland and Labrador","2016A000210","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411338","3.2.2.1","30.5","","","","1"
"2024-07","Newfoundland and Labrador","2016A000210","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411344","3.2.3.1","18.1","","","","1"
"2024-10","Newfoundland and Labrador","2016A000210","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411344","3.2.3.1","14.7","","","","1"
"2024-07","Newfoundland and Labrador","2016A000210","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411350","3.3.1.1","56.0","","","","1"
"2024-10","Newfoundland and Labrador","2016A000210","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411350","3.3.1.1","55.5","","","","1"
"2024-07","Newfoundland and Labrador","2016A000210","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411356","3.3.2.1","27.0","","","","1"
"2024-10","Newfoundland and Labrador","2016A000210","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411356","3.3.2.1","25.9","","","","1"
"2024-07","Newfoundland and Labrador","2016A000210","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411362","3.3.3.1","16.9","","","","1"
"2024-10","Newfoundland and Labrador","2016A000210","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411362","3.3.3.1","18.6","","","","1"
"2024-07","Prince Edward Island","2016A000211","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411368","4.1.1.1","59.5","","","","1"
"2024-10","Prince Edward Island","2016A000211","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411368","4.1.1.1","57.1","","","","1"
"2024-07","Prince Edward Island","2016A000211","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411374","4.1.2.1","29.9","","","","1"
"2024-10","Prince Edward Island","2016A000211","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411374","4.1.2.1","36.2","","","","1"
"2024-07","Prince Edward Island","2016A000211","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411380","4.1.3.1","10.6","","","","1"
"2024-10","Prince Edward Island","2016A000211","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411380","4.1.3.1","6.7","","","","1"
"2024-07","Prince Edward Island","2016A000211","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411386","4.2.1.1","57.9","","","","1"
"2024-10","Prince Edward Island","2016A000211","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411386","4.2.1.1","57.0","","","","1"
"2024-07","Prince Edward Island","2016A000211","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411392","4.2.2.1","30.9","","","","1"
"2024-10","Prince Edward Island","2016A000211","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411392","4.2.2.1","37.5","","","","1"
"2024-07","Prince Edward Island","2016A000211","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411398","4.2.3.1","11.3","","","","1"
"2024-10","Prince Edward Island","2016A000211","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411398","4.2.3.1","5.5","","","","1"
"2024-07","Prince Edward Island","2016A000211","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411404","4.3.1.1","61.2","","","","1"
"2024-10","Prince Edward Island","2016A000211","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411404","4.3.1.1","57.2","","","","1"
"2024-07","Prince Edward Island","2016A000211","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411410","4.3.2.1","28.9","","","","1"
"2024-10","Prince Edward Island","2016A000211","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411410","4.3.2.1","35.0","","","","1"
"2024-07","Prince Edward Island","2016A000211","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411416","4.3.3.1","9.9","","","","1"
"2024-10","Prince Edward Island","2016A000211","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411416","4.3.3.1","7.9","","","","1"
"2024-07","Nova Scotia","2016A000212","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411422","5.1.1.1","50.9","","","","1"
"2024-10","Nova Scotia","2016A000212","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411422","5.1.1.1","52.7","","","","1"
"2024-07","Nova Scotia","2016A000212","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411428","5.1.2.1","34.8","","","","1"
"2024-10","Nova Scotia","2016A000212","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411428","5.1.2.1","33.4","","","","1"
"2024-07","Nova Scotia","2016A000212","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411434","5.1.3.1","14.3","","","","1"
"2024-10","Nova Scotia","2016A000212","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411434","5.1.3.1","13.9","","","","1"
"2024-07","Nova Scotia","2016A000212","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411440","5.2.1.1","47.6","","","","1"
"2024-10","Nova Scotia","2016A000212","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411440","5.2.1.1","48.0","","","","1"
"2024-07","Nova Scotia","2016A000212","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411446","5.2.2.1","36.8","","","","1"
"2024-10","Nova Scotia","2016A000212","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411446","5.2.2.1","37.5","","","","1"
"2024-07","Nova Scotia","2016A000212","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411452","5.2.3.1","15.6","","","","1"
"2024-10","Nova Scotia","2016A000212","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411452","5.2.3.1","14.5","","","","1"
"2024-07","Nova Scotia","2016A000212","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411458","5.3.1.1","54.0","","","","1"
"2024-10","Nova Scotia","2016A000212","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411458","5.3.1.1","57.2","","","","1"
"2024-07","Nova Scotia","2016A000212","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411464","5.3.2.1","32.9","","","","1"
"2024-10","Nova Scotia","2016A000212","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411464","5.3.2.1","29.4","","","","1"
"2024-07","Nova Scotia","2016A000212","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411470","5.3.3.1","13.1","","","","1"
"2024-10","Nova Scotia","2016A000212","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411470","5.3.3.1","13.4","","","","1"
"2024-07","New Brunswick","2016A000213","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411476","6.1.1.1","55.9","","","","1"
"2024-10","New Brunswick","2016A000213","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411476","6.1.1.1","58.4","","","","1"
"2024-07","New Brunswick","2016A000213","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411482","6.1.2.1","30.2","","","","1"
"2024-10","New Brunswick","2016A000213","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411482","6.1.2.1","26.8","","","","1"
"2024-07","New Brunswick","2016A000213","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411488","6.1.3.1","13.9","","","","1"
"2024-10","New Brunswick","2016A000213","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411488","6.1.3.1","14.7","","","","1"
"2024-07","New Brunswick","2016A000213","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411494","6.2.1.1","55.5","","","","1"
"2024-10","New Brunswick","2016A000213","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411494","6.2.1.1","63.1","","","","1"
"2024-07","New Brunswick","2016A000213","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411500","6.2.2.1","33.1","","","","1"
"2024-10","New Brunswick","2016A000213","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411500","6.2.2.1","24.2","","","","1"
"2024-07","New Brunswick","2016A000213","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411506","6.2.3.1","11.3","","","","1"
"2024-10","New Brunswick","2016A000213","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411506","6.2.3.1","12.6","","","","1"
"2024-07","New Brunswick","2016A000213","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411512","6.3.1.1","56.3","","","","1"
"2024-10","New Brunswick","2016A000213","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411512","6.3.1.1","53.8","","","","1"
"2024-07","New Brunswick","2016A000213","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411518","6.3.2.1","27.2","","","","1"
"2024-10","New Brunswick","2016A000213","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411518","6.3.2.1","29.4","","","","1"
"2024-07","New Brunswick","2016A000213","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411524","6.3.3.1","16.5","","","","1"
"2024-10","New Brunswick","2016A000213","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411524","6.3.3.1","16.8","","","","1"
"2024-07","Quebec","2016A000224","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411530","7.1.1.1","51.8","","","","1"
"2024-10","Quebec","2016A000224","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411530","7.1.1.1","56.0","","","","1"
"2024-07","Quebec","2016A000224","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411536","7.1.2.1","33.3","","","","1"
"2024-10","Quebec","2016A000224","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411536","7.1.2.1","31.8","","","","1"
"2024-07","Quebec","2016A000224","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411542","7.1.3.1","15.0","","","","1"
"2024-10","Quebec","2016A000224","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411542","7.1.3.1","12.2","","","","1"
"2024-07","Quebec","2016A000224","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411548","7.2.1.1","48.6","","","","1"
"2024-10","Quebec","2016A000224","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411548","7.2.1.1","56.9","","","","1"
"2024-07","Quebec","2016A000224","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411554","7.2.2.1","36.3","","","","1"
"2024-10","Quebec","2016A000224","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411554","7.2.2.1","32.8","","","","1"
"2024-07","Quebec","2016A000224","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411560","7.2.3.1","15.1","","","","1"
"2024-10","Quebec","2016A000224","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411560","7.2.3.1","10.2","","","","1"
"2024-07","Quebec","2016A000224","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411566","7.3.1.1","55.0","","","","1"
"2024-10","Quebec","2016A000224","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411566","7.3.1.1","55.0","","","","1"
"2024-07","Quebec","2016A000224","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411572","7.3.2.1","30.2","","","","1"
"2024-10","Quebec","2016A000224","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411572","7.3.2.1","30.8","","","","1"
"2024-07","Quebec","2016A000224","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411578","7.3.3.1","14.8","","","","1"
"2024-10","Quebec","2016A000224","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411578","7.3.3.1","14.2","","","","1"
"2024-07","Ontario","2016A000235","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411584","8.1.1.1","50.6","","","","1"
"2024-10","Ontario","2016A000235","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411584","8.1.1.1","53.2","","","","1"
"2024-07","Ontario","2016A000235","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411590","8.1.2.1","34.6","","","","1"
"2024-10","Ontario","2016A000235","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411590","8.1.2.1","33.1","","","","1"
"2024-07","Ontario","2016A000235","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411596","8.1.3.1","14.8","","","","1"
"2024-10","Ontario","2016A000235","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411596","8.1.3.1","13.7","","","","1"
"2024-07","Ontario","2016A000235","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411602","8.2.1.1","49.8","","","","1"
"2024-10","Ontario","2016A000235","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411602","8.2.1.1","53.7","","","","1"
"2024-07","Ontario","2016A000235","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411608","8.2.2.1","35.6","","","","1"
"2024-10","Ontario","2016A000235","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411608","8.2.2.1","33.2","","","","1"
"2024-07","Ontario","2016A000235","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411614","8.2.3.1","14.6","","","","1"
"2024-10","Ontario","2016A000235","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411614","8.2.3.1","13.1","","","","1"
"2024-07","Ontario","2016A000235","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411620","8.3.1.1","51.4","","","","1"
"2024-10","Ontario","2016A000235","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411620","8.3.1.1","52.7","","","","1"
"2024-07","Ontario","2016A000235","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411626","8.3.2.1","33.7","","","","1"
"2024-10","Ontario","2016A000235","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411626","8.3.2.1","33.0","","","","1"
"2024-07","Ontario","2016A000235","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411632","8.3.3.1","15.0","","","","1"
"2024-10","Ontario","2016A000235","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411632","8.3.3.1","14.3","","","","1"
"2024-07","Prairies Region","2016A00014","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411638","9.1.1.1","53.2","","","","1"
"2024-10","Prairies Region","2016A00014","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411638","9.1.1.1","52.6","","","","1"
"2024-07","Prairies Region","2016A00014","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411644","9.1.2.1","32.5","","","","1"
"2024-10","Prairies Region","2016A00014","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411644","9.1.2.1","34.0","","","","1"
"2024-07","Prairies Region","2016A00014","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411650","9.1.3.1","14.2","","","","1"
"2024-10","Prairies Region","2016A00014","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411650","9.1.3.1","13.3","","","","1"
"2024-07","Prairies Region","2016A00014","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411656","9.2.1.1","54.0","","","","1"
"2024-10","Prairies Region","2016A00014","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411656","9.2.1.1","52.2","","","","1"
"2024-07","Prairies Region","2016A00014","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411662","9.2.2.1","31.8","","","","1"
"2024-10","Prairies Region","2016A00014","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411662","9.2.2.1","32.3","","","","1"
"2024-07","Prairies Region","2016A00014","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411668","9.2.3.1","14.2","","","","1"
"2024-10","Prairies Region","2016A00014","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411668","9.2.3.1","15.5","","","","1"
"2024-07","Prairies Region","2016A00014","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411674","9.3.1.1","52.4","","","","1"
"2024-10","Prairies Region","2016A00014","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411674","9.3.1.1","53.1","","","","1"
"2024-07","Prairies Region","2016A00014","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411680","9.3.2.1","33.3","","","","1"
"2024-10","Prairies Region","2016A00014","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411680","9.3.2.1","35.8","","","","1"
"2024-07","Prairies Region","2016A00014","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411686","9.3.3.1","14.3","","","","1"
